Viewing cabinet: /home/austin/.cache/winetricks.bak/directx9/directx_feb2010_redist.exe
 File size | Date       Time     | Name
    728456 | 04.02.2010 10:21:30 | Aug2009_d3dx9_42_x86.cab
    232635 | 04.02.2010 10:21:28 | Aug2009_d3dx10_42_x64.cab
    192131 | 04.02.2010 10:21:28 | Aug2009_d3dx10_42_x86.cab
    136301 | 04.02.2010 10:21:30 | Aug2009_d3dx11_42_x64.cab
    105044 | 04.02.2010 10:21:30 | Aug2009_d3dx11_42_x86.cab
    122408 | 04.02.2010 10:21:30 | Aug2009_XACT_x64.cab
     93106 | 04.02.2010 10:21:30 | Aug2009_XACT_x86.cab
    273264 | 04.02.2010 10:21:32 | Aug2009_XAudio_x64.cab
    272642 | 04.02.2010 10:21:32 | Aug2009_XAudio_x86.cab
   1155491 | 04.02.2010 10:21:32 | BDANT.cab
    975148 | 04.02.2010 10:21:32 | BDAXP.cab
   1357976 | 04.02.2010 10:21:32 | Dec2005_d3dx9_28_x64.cab
   1079456 | 04.02.2010 10:21:32 | Dec2005_d3dx9_28_x86.cab
   1571154 | 04.02.2010 10:21:32 | DEC2006_d3dx9_32_x64.cab
   1574376 | 04.02.2010 10:21:32 | DEC2006_d3dx9_32_x86.cab
    212807 | 04.02.2010 10:21:32 | DEC2006_d3dx10_00_x64.cab
    191720 | 04.02.2010 10:21:32 | DEC2006_d3dx10_00_x86.cab
    192475 | 04.02.2010 10:21:32 | DEC2006_XACT_x64.cab
    145599 | 04.02.2010 10:21:32 | DEC2006_XACT_x86.cab
     94040 | 04.02.2010 10:21:32 | DSETUP.dll
   1691480 | 04.02.2010 10:21:32 | dsetup32.dll
     44448 | 04.02.2010 10:21:34 | dxdllreg_x86.cab
  13264168 | 04.02.2010 10:21:34 | dxnt.cab
    525656 | 04.02.2010 10:21:34 | DXSETUP.exe
     95820 | 04.02.2010 10:21:34 | dxupdate.cab
   1247499 | 04.02.2010 10:21:34 | Feb2005_d3dx9_24_x64.cab
   1013225 | 04.02.2010 10:21:34 | Feb2005_d3dx9_24_x86.cab
   1362796 | 04.02.2010 10:21:34 | Feb2006_d3dx9_29_x64.cab
   1084720 | 04.02.2010 10:21:34 | Feb2006_d3dx9_29_x86.cab
    178359 | 04.02.2010 10:21:34 | Feb2006_XACT_x64.cab
    132409 | 04.02.2010 10:21:36 | Feb2006_XACT_x86.cab
    194675 | 04.02.2010 10:21:36 | FEB2007_XACT_x64.cab
    147983 | 04.02.2010 10:21:36 | FEB2007_XACT_x86.cab
     54678 | 04.02.2010 10:21:36 | Feb2010_X3DAudio_x64.cab
     20713 | 04.02.2010 10:21:36 | Feb2010_X3DAudio_x86.cab
    122446 | 04.02.2010 10:21:36 | Feb2010_XACT_x64.cab
     93180 | 04.02.2010 10:21:36 | Feb2010_XACT_x86.cab
    276960 | 04.02.2010 10:21:36 | Feb2010_XAudio_x64.cab
    277191 | 04.02.2010 10:21:36 | Feb2010_XAudio_x86.cab
   1336002 | 04.02.2010 10:21:36 | Jun2005_d3dx9_26_x64.cab
   1064925 | 04.02.2010 10:21:36 | Jun2005_d3dx9_26_x86.cab
    180785 | 04.02.2010 10:21:36 | JUN2006_XACT_x64.cab
    133671 | 04.02.2010 10:21:36 | JUN2006_XACT_x86.cab
   1607774 | 04.02.2010 10:21:38 | JUN2007_d3dx9_34_x64.cab
   1607286 | 04.02.2010 10:21:38 | JUN2007_d3dx9_34_x86.cab
    699044 | 04.02.2010 10:21:36 | JUN2007_d3dx10_34_x64.cab
    698472 | 04.02.2010 10:21:38 | JUN2007_d3dx10_34_x86.cab
    197122 | 04.02.2010 10:21:38 | JUN2007_XACT_x64.cab
    152909 | 04.02.2010 10:21:38 | JUN2007_XACT_x86.cab
   1792608 | 04.02.2010 10:21:40 | JUN2008_d3dx9_38_x64.cab
   1463878 | 04.02.2010 10:21:38 | JUN2008_d3dx9_38_x86.cab
    867828 | 04.02.2010 10:21:38 | JUN2008_d3dx10_38_x64.cab
    849919 | 04.02.2010 10:21:38 | JUN2008_d3dx10_38_x86.cab
     55154 | 04.02.2010 10:21:40 | JUN2008_X3DAudio_x64.cab
     21905 | 04.02.2010 10:21:40 | JUN2008_X3DAudio_x86.cab
    121054 | 04.02.2010 10:21:40 | JUN2008_XACT_x64.cab
     93128 | 04.02.2010 10:21:40 | JUN2008_XACT_x86.cab
    269628 | 04.02.2010 10:21:40 | JUN2008_XAudio_x64.cab
    269024 | 04.02.2010 10:21:42 | JUN2008_XAudio_x86.cab
   1769862 | 04.02.2010 10:21:44 | Mar2008_d3dx9_37_x64.cab
   1443282 | 04.02.2010 10:21:44 | Mar2008_d3dx9_37_x86.cab
    844884 | 04.02.2010 10:21:42 | Mar2008_d3dx10_37_x64.cab
    818260 | 04.02.2010 10:21:42 | Mar2008_d3dx10_37_x86.cab
     55058 | 04.02.2010 10:21:44 | Mar2008_X3DAudio_x64.cab
     21867 | 04.02.2010 10:21:44 | Mar2008_X3DAudio_x86.cab
    122336 | 04.02.2010 10:21:44 | Mar2008_XACT_x64.cab
     93734 | 04.02.2010 10:21:44 | Mar2008_XACT_x86.cab
    251194 | 04.02.2010 10:21:44 | Mar2008_XAudio_x64.cab
    226250 | 04.02.2010 10:21:44 | Mar2008_XAudio_x86.cab
   1973702 | 04.02.2010 10:21:44 | Mar2009_d3dx9_41_x64.cab
   1612446 | 04.02.2010 10:21:44 | Mar2009_d3dx9_41_x86.cab
   1067160 | 04.02.2010 10:21:44 | Mar2009_d3dx10_41_x64.cab
   1040745 | 04.02.2010 10:21:44 | Mar2009_d3dx10_41_x86.cab
     54600 | 04.02.2010 10:21:44 | Mar2009_X3DAudio_x64.cab
     21298 | 04.02.2010 10:21:44 | Mar2009_X3DAudio_x86.cab
    121506 | 04.02.2010 10:21:52 | Mar2009_XACT_x64.cab
     92740 | 04.02.2010 10:21:48 | Mar2009_XACT_x86.cab
    275044 | 04.02.2010 10:21:48 | Mar2009_XAudio_x64.cab
    273018 | 04.02.2010 10:21:48 | Mar2009_XAudio_x86.cab
   1802058 | 04.02.2010 10:21:52 | Nov2007_d3dx9_36_x64.cab
   1709360 | 04.02.2010 10:21:52 | Nov2007_d3dx9_36_x86.cab
    864600 | 04.02.2010 10:21:52 | Nov2007_d3dx10_36_x64.cab
    803884 | 04.02.2010 10:21:52 | Nov2007_d3dx10_36_x86.cab
     46144 | 04.02.2010 10:21:52 | NOV2007_X3DAudio_x64.cab
     18496 | 04.02.2010 10:21:52 | NOV2007_X3DAudio_x86.cab
    196762 | 04.02.2010 10:21:52 | NOV2007_XACT_x64.cab
    148264 | 04.02.2010 10:21:52 | NOV2007_XACT_x86.cab
   1906878 | 04.02.2010 10:21:52 | Nov2008_d3dx9_40_x64.cab
   1550796 | 04.02.2010 10:21:52 | Nov2008_d3dx9_40_x86.cab
    994154 | 04.02.2010 10:21:52 | Nov2008_d3dx10_40_x64.cab
    965421 | 04.02.2010 10:21:52 | Nov2008_d3dx10_40_x86.cab
     54522 | 04.02.2010 10:21:52 | Nov2008_X3DAudio_x64.cab
     21851 | 04.02.2010 10:21:52 | Nov2008_X3DAudio_x86.cab
    121794 | 04.02.2010 10:21:52 | Nov2008_XACT_x64.cab
     92684 | 04.02.2010 10:21:52 | Nov2008_XACT_x86.cab
    273960 | 04.02.2010 10:21:52 | Nov2008_XAudio_x64.cab
    272611 | 04.02.2010 10:21:52 | Nov2008_XAudio_x86.cab
     86037 | 04.02.2010 10:21:52 | Oct2005_xinput_x64.cab
     45359 | 04.02.2010 10:21:52 | Oct2005_xinput_x86.cab
   1412902 | 04.02.2010 10:21:52 | OCT2006_d3dx9_31_x64.cab
   1127217 | 04.02.2010 10:21:52 | OCT2006_d3dx9_31_x86.cab
    182361 | 04.02.2010 10:21:52 | OCT2006_XACT_x64.cab
    138017 | 04.02.2010 10:21:52 | OCT2006_XACT_x86.cab

All done, no errors.
